<name2> = <val6>	<name2> に <val6> を入れる
<name1> = <name2> . rsplit ( <name5> )	区切り文字として <name2> を <name5> を末尾から分割してリストにして返された結果を <name1> にする
<name1> = <name2> . rsplit ( <name3> )	区切り文字として <name2> を <name3> を末尾から分割してリストにして返された結果を <name1> にする
<name2> = <name6> . rsplit ( <name1> )	区切り文字に指定して <name6> 文字列を <name1> を最後から分割してリストにして、 <name2> にする
<name1> = <name2> . rsplit ( <name3> )	区切り文字に指定して <name2> 文字列を <name3> を最後から分割してリストにして、 <name1> にする
<name1> = <name6> . rsplit ( <name4> )	区切り文字に指定して <name6> 文字列を <name4> を最後から分割してリストにされた結果を <name1> に代入する
<name1> = <name2> . rsplit ( <name3> )	区切り文字に指定して <name2> 文字列を <name3> を最後から分割してリストにされた結果を <name1> に代入する
<name1> = <name5> . rsplit ( <name3> )	<name3> を区切り文字に指定して <name5> を終わりから分割してリストにし、 <name1> に代入する
<name1> = <name2> . rsplit ( <name3> )	<name3> を区切り文字に指定して <name2> を終わりから分割してリストにし、 <name1> に代入する
<name2> = <name3> . rsplit ( <name1> )	<name1> を区切り文字に指定して <name3> を終わりから分割してリストにした結果を <name2> にする
<name1> = <name2> . rsplit ( <name3> )	<name3> を区切り文字に指定して <name2> を終わりから分割してリストにした結果を <name1> にする
<name6> = <name3> . rsplit ( <name2> )	<name2> を区切り文字として <name3> 文字列を最後から分割してリスト型にして返して、 <name6> にする
<name1> = <name2> . rsplit ( <name3> )	<name3> を区切り文字として <name2> 文字列を最後から分割してリスト型にして返して、 <name1> にする
<name6> = <name5> . rsplit ( <name2> )	<name2> を区切り文字として <name5> 文字列を最後から分割してリスト型にして返した結果を <name6> にする
<name1> = <name2> . rsplit ( <name3> )	<name3> を区切り文字として <name2> 文字列を最後から分割してリスト型にして返した結果を <name1> にする
<name6> = <name1> . rsplit ( <name4> )	<name4> を区切り文字として文字列 <name1> を末尾から分割してリストにして返して、 <name6> に代入する
<name1> = <name2> . rsplit ( <name3> )	<name3> を区切り文字として文字列 <name2> を末尾から分割してリストにして返して、 <name1> に代入する
<name6> = <name5> . rsplit ( <name1> )	<name1> を区切り文字として文字列 <name5> を末尾から分割してリストにして返した結果を <name6> にする
<name1> = <name2> . rsplit ( <name3> )	<name3> を区切り文字として文字列 <name2> を末尾から分割してリストにして返した結果を <name1> にする
<name3> = <name1> . rsplit ( <name4> )	区切り文字に指定して <name1> を <name4> を終わりから分割してリスト型にして、 <name3> に代入する
<name1> = <name2> . rsplit ( <name3> )	区切り文字に指定して <name2> を <name3> を終わりから分割してリスト型にして、 <name1> に代入する
<name1> = <name4> . rsplit ( <name3> )	区切り文字に指定して <name4> を <name3> を終わりから分割してリスト型にした結果を <name1> とする
<name1> = <name2> . rsplit ( <name3> )	区切り文字に指定して <name2> を <name3> を終わりから分割してリスト型にした結果を <name1> とする
<name5> = <name6> . rsplit ( <name1> )	区切り文字に設定して <name6> 文字列を <name1> を最後から分割してリストに直して、 <name5> にする
<name1> = <name2> . rsplit ( <name3> )	区切り文字に設定して <name2> 文字列を <name3> を最後から分割してリストに直して、 <name1> にする
<name4> = <name2> . rsplit ( <name3> )	区切り文字に設定して <name2> 文字列を <name3> を最後から分割してリストに直された結果を <name4> にする
<name1> = <name2> . rsplit ( <name3> )	区切り文字に設定して <name2> 文字列を <name3> を最後から分割してリストに直された結果を <name1> にする
<name5> = <name4> . rsplit ( <name2> )	<name2> を区切り文字に指定して文字列 <name4> を最後から分割してリストにして、 <name5> とする
<name1> = <name2> . rsplit ( <name3> )	<name3> を区切り文字に指定して文字列 <name2> を最後から分割してリストにして、 <name1> とする
<name5> = <name6> . rsplit ( <name2> )	<name2> を区切り文字に指定して文字列 <name6> を最後から分割してリストにした結果を <name5> に代入する
<name1> = <name2> . rsplit ( <name3> )	<name3> を区切り文字に指定して文字列 <name2> を最後から分割してリストにした結果を <name1> に代入する
<name2> = <name6> . rsplit ( <name5> )	区切り文字に指定して <name6> 文字列を <name5> を最後から分割してリストに直して、 <name2> とする
<name1> = <name2> . rsplit ( <name3> )	区切り文字に指定して <name2> 文字列を <name3> を最後から分割してリストに直して、 <name1> とする
<name4> = <name5> . rsplit ( <name2> )	区切り文字に指定して <name5> 文字列を <name2> を最後から分割してリストに直された結果を <name4> にする
<name1> = <name2> . rsplit ( <name3> )	区切り文字に指定して <name2> 文字列を <name3> を最後から分割してリストに直された結果を <name1> にする
<name3> = <name1> . rsplit ( <name2> )	<name2> を区切り文字に指定して <name1> 文字列を終わりから分割してリスト型にし、 <name3> にする
<name1> = <name2> . rsplit ( <name3> )	<name3> を区切り文字に指定して <name2> 文字列を終わりから分割してリスト型にし、 <name1> にする
<name4> = <name2> . rsplit ( <name1> )	<name1> を区切り文字に指定して <name2> 文字列を終わりから分割してリスト型にした結果を <name4> に代入する
<name1> = <name2> . rsplit ( <name3> )	<name3> を区切り文字に指定して <name2> 文字列を終わりから分割してリスト型にした結果を <name1> に代入する
<name5> = <name2> . rsplit ( <name6> )	<name6> を区切り文字に設定して <name2> を末尾から分割してリストにして返して、 <name5> に代入する
<name1> = <name2> . rsplit ( <name3> )	<name3> を区切り文字に設定して <name2> を末尾から分割してリストにして返して、 <name1> に代入する
<name4> = <name3> . rsplit ( <name1> )	<name1> を区切り文字に設定して <name3> を末尾から分割してリストにして返された結果を <name4> に代入する
<name1> = <name2> . rsplit ( <name3> )	<name3> を区切り文字に設定して <name2> を末尾から分割してリストにして返された結果を <name1> に代入する
<name2> = <name3> . rsplit ( <name1> )	区切り文字に設定して文字列 <name3> を <name1> を末尾から分割してリスト型にして返し、 <name2> にする
<name1> = <name2> . rsplit ( <name3> )	区切り文字に設定して文字列 <name2> を <name3> を末尾から分割してリスト型にして返し、 <name1> にする
<name6> = <name2> . rsplit ( <name5> )	区切り文字に設定して文字列 <name2> を <name5> を末尾から分割してリスト型にして返された結果を <name6> に代入する
<name1> = <name2> . rsplit ( <name3> )	区切り文字に設定して文字列 <name2> を <name3> を末尾から分割してリスト型にして返された結果を <name1> に代入する
<name2> = <name5> . rsplit ( <name4> )	<name4> を区切り文字に設定して文字列 <name5> を最後から分割してリストにして、 <name2> とする
<name1> = <name2> . rsplit ( <name3> )	<name3> を区切り文字に設定して文字列 <name2> を最後から分割してリストにして、 <name1> とする
<name4> = <name3> . rsplit ( <name6> )	<name6> を区切り文字に設定して文字列 <name3> を最後から分割してリストにした結果を <name4> に代入する
